"","pictureName","date","author","style","genre"
"1146","Water Lilies","1903","Claude Monet","Impressionism","flower painting"
"1147","Water Lilies","1904","Claude Monet","Impressionism","flower painting"
"1148","Water Lilies","1904","Claude Monet","Impressionism","flower painting"
"1149","Water Lilies","1904","Claude Monet","Impressionism","flower painting"
"1150","Water Lilies","1904","Claude Monet","Impressionism","flower painting"
"1151","Water Lilies","1904","Claude Monet","Impressionism","flower painting"
"1152","Water Lilies","1905","Claude Monet","Impressionism","flower painting"
"1153","Water Lilies","1905","Claude Monet","Impressionism","flower painting"
"1154","Water Lilies","1905","Claude Monet","Impressionism","flower painting"
"1155","Water Lilies","1905","Claude Monet","Impressionism","flower painting"
"1156","Water Lilies","1906","Claude Monet","Impressionism","flower painting"
"1157","Water Lilies","1906","Claude Monet","Impressionism","flower painting"
"1158","Water Lilies","1906","Claude Monet","Impressionism","flower painting"
"1159","Water Lilies","1906","Claude Monet","Impressionism","flower painting"
"1160","Water Lilies","1907","Claude Monet","Impressionism","flower painting"
"1161","Water Lilies","1907","Claude Monet","Impressionism","flower painting"
"1162","Water Lilies","1907","Claude Monet","Impressionism","flower painting"
"1163","Water Lilies","1907","Claude Monet","Impressionism","flower painting"
"1164","Water Lilies","1907","Claude Monet","Impressionism","flower painting"
"1165","Water Lilies","1907","Claude Monet","Impressionism","flower painting"
"1166","Water Lilies","1907","Claude Monet","Impressionism","flower painting"
"1167","Water Lilies","1907","Claude Monet","Impressionism","flower painting"
"1168","Water Lilies","1907","Claude Monet","Impressionism","flower painting"
"1169","Water Lilies","1907","Claude Monet","Impressionism","flower painting"
"1170","Water Lilies","1907","Claude Monet","Impressionism","flower painting"
"1171","Water Lilies","1907","Claude Monet","Impressionism","flower painting"
"1172","Water Lilies","1907","Claude Monet","Impressionism","flower painting"
"1173","Water Lilies","1907","Claude Monet","Impressionism","flower painting"
"1174","Water Lilies","1907","Claude Monet","Impressionism","flower painting"
"1175","Water Lilies","1908","Claude Monet","Impressionism","flower painting"
"1176","Water Lilies","1908","Claude Monet","Impressionism","flower painting"
"1177","Water Lilies","1908","Claude Monet","Impressionism","flower painting"
"1178","Water Lilies","1908","Claude Monet","Impressionism","flower painting"
"1179","Water Lilies","1908","Claude Monet","Impressionism","flower painting"
"1180","Water Lilies","1908","Claude Monet","Impressionism","flower painting"
"1181","Water Lilies","1908","Claude Monet","Impressionism","flower painting"
"1182","Water Lilies","1908","Claude Monet","Impressionism","flower painting"
"1183","Water Lilies","1914","Claude Monet","Impressionism","flower painting"
"1184","Water Lilies","1914","Claude Monet","Impressionism","flower painting"
"1185","Water Lilies","1915","Claude Monet","Impressionism","flower painting"
"1186","Water Lilies","1917","Claude Monet","Impressionism","flower painting"
"1187","Water Lilies","1917","Claude Monet","Impressionism","flower painting"
"1188","Water Lilies","1917","Claude Monet","Impressionism","flower painting"
"1189","Water Lilies","1917","Claude Monet","Impressionism","flower painting"
"1190","Water Lilies","1917","Claude Monet","Impressionism","flower painting"
"1191","Water Lilies","1917","Claude Monet","Impressionism","flower painting"
"1192","Water Lilies","1917","Claude Monet","Impressionism","flower painting"
"1193","Water Lilies","1917","Claude Monet","Impressionism","flower painting"
"1194","Water Lilies","1917","Claude Monet","Impressionism","flower painting"
"1195","Water Lilies","1917","Claude Monet","Impressionism","flower painting"
"1196","Water Lilies","1917","Claude Monet","Impressionism","flower painting"
"1197","Water Lilies","1926","Claude Monet","Impressionism","flower painting"
"1198","Water Lilies","1914","Claude Monet","Impressionism","flower painting"
"1199","Water Lilies","1919","Claude Monet","Impressionism","flower painting"
"1200","Water Lilies","1919","Claude Monet","Impressionism","flower painting"
"1201","Water Lilies","1919","Claude Monet","Impressionism","flower painting"
"1202","Water Lilies","1919","Claude Monet","Impressionism","flower painting"
"1203","Water Lilies","1919","Claude Monet","Impressionism","flower painting"
"1204","Water Lilies","1919","Claude Monet","Impressionism","flower painting"
"1205","Water Lilies","1919","Claude Monet","Impressionism","flower painting"
"1206","Water Lilies","1916","Claude Monet","Impressionism","flower painting"
"1207","Water Lilies","1919","Claude Monet","Impressionism","flower painting"
"1208","Water Lilies","1919","Claude Monet","Impressionism","flower painting"
"1209","Water Lilies","1920","Claude Monet","Impressionism","flower painting"
"1210","Water Lilies","1918","Claude Monet","Impressionism","flower painting"
"1211","Water Lilies","1919","Claude Monet","Impressionism","flower painting"
"1212","Water Lilies","1919","Claude Monet","Impressionism","flower painting"
"1213","Water Lilies","1919","Claude Monet","Impressionism","flower painting"
"1214","Water Lilies","1919","Claude Monet","Impressionism","flower painting"
"1215","Water Lilies","1919","Claude Monet","Impressionism","flower painting"
"1216","Water Lilies","1926","Claude Monet","Impressionism","flower painting"
"1217","Water Lilies","1899","Claude Monet","Impressionism","flower painting"
"1218","Water Lilies","1919","Claude Monet","Impressionism","flower painting"
"1219","Water Lilies (Nympheas)","1907","Claude Monet","Impressionism","flower painting"
"1220","Water Lilies (left half)","1920","Claude Monet","Impressionism","flower painting"
"1221","Water Lilies (right half)","1920","Claude Monet","Impressionism","flower painting"
"1222","Water Lilies Red","1919","Claude Monet","Impressionism","flower painting"
"1223","Water Lilies and Agapanthus","1917","Claude Monet","Impressionism","flower painting"
"1224","Water Lilies and Weeping Willow Branches","1919","Claude Monet","Impressionism","flower painting"
"1225","Water Lilies, Evening Effect","1899","Claude Monet","Impressionism","flower painting"
"1226","Water Lilies, Green Reflection (left half)","1926","Claude Monet","Impressionism","flower painting"
"1227","Water Lilies, Green Reflection (right half)","1926","Claude Monet","Impressionism","flower painting"
"1228","Water Lilies, Pink","1899","Claude Monet","Impressionism","flower painting"
"1229","Water Lilies, Reflection of a Weeping Willows","1919","Claude Monet","Impressionism","flower painting"
"1230","Water Lilies, Reflections of Weeping Willows (left half)","1919","Claude Monet","Impressionism","flower painting"
"1231","Water Lilies, Reflections of Weeping Willows (right half)","1919","Claude Monet","Impressionism","flower painting"
"1232","Water Lilies, The Clouds","1903","Claude Monet","Impressionism","flower painting"
"1233","Water Lilies, Yellow and Lilac","1917","Claude Monet","Impressionism","flower painting"
"1234","Water Lily Pond","1919","Claude Monet","Impressionism","flower painting"
"1235","Water Lily Pond","1919","Claude Monet","Impressionism","flower painting"
"1236","Water Lily Pond","1919","Claude Monet","Impressionism","flower painting"
"1237","Water Lily Pond","1919","Claude Monet","Impressionism","flower painting"
"1238","Water Lily Pond","1919","Claude Monet","Impressionism","flower painting"
"1239","Water Lily Pond","1919","Claude Monet","Impressionism","flower painting"
"1240","Water Lily Pond","1917","Claude Monet","Impressionism","flower painting"
"1241","Water Lily Pond","1917","Claude Monet","Impressionism","flower painting"
"1242","Water Lily Pond","1918","Claude Monet","Impressionism","flower painting"
"1243","Water Lily Pond and Bridge","1905","Claude Monet","Impressionism","flower painting"
"1244","Water Lily Pond at Giverny","1919","Claude Monet","Impressionism","flower painting"
"1245","Water Lily Pond, Evening (left panel)","1926","Claude Monet","Impressionism","flower painting"
"1246","Water Lily Pond, Evening (right panel)","1926","Claude Monet","Impressionism","flower painting"
"1247","Waterloo Bridge","1901","Claude Monet","Impressionism","cityscape"
"1248","Waterloo Bridge","1902","Claude Monet","Impressionism","cityscape"
"1249","Waterloo Bridge","1901","Claude Monet","Impressionism","cityscape"
"1250","Waterloo Bridge","1903","Claude Monet","Impressionism","cityscape"
"1251","Waterloo Bridge","1901","Claude Monet","Impressionism","cityscape"
"1252","Waterloo Bridge","1901","Claude Monet","Impressionism","cityscape"
"1253","Waterloo Bridge","1901","Claude Monet","Impressionism","cityscape"
"1254","Waterloo Bridge","1903","Claude Monet","Impressionism","cityscape"
"1255","Waterloo Bridge at Sunset, Pink Effect","1903","Claude Monet","Impressionism","cityscape"
"1256","Waterloo Bridge in the Fog","1901","Claude Monet","Impressionism","cityscape"
"1257","Waterloo Bridge, Dawn","1901","Claude Monet","Impressionism","cityscape"
"1258","Waterloo Bridge, Effect of Fog","1903","Claude Monet","Impressionism","cityscape"
"1259","Waterloo Bridge, Effect of the Sun","1903","Claude Monet","Impressionism","cityscape"
"1260","Waterloo Bridge, Fog","1903","Claude Monet","Impressionism","cityscape"
"1261","Waterloo Bridge, Grey Weather","1903","Claude Monet","Impressionism","cityscape"
"1262","Waterloo Bridge, Hazy Sunshine","1903","Claude Monet","Impressionism","cityscape"
"1263","Waterloo Bridge, London","1900","Claude Monet","Impressionism","cityscape"
"1264","Waterloo Bridge, London","1903","Claude Monet","Impressionism","cityscape"
"1265","Waterloo Bridge, Misty Morning","1901","Claude Monet","Impressionism","cityscape"
"1266","Waterloo Bridge, Overcast Weather","1904","Claude Monet","Impressionism","cityscape"
"1267","Waterloo Bridge, Overcast Weather","1904","Claude Monet","Impressionism","cityscape"
"1268","Waterloo Bridge, Overcast Weather","1901","Claude Monet","Impressionism","cityscape"
"1269","Waterloo Bridge, Sunlight Effect","1902","Claude Monet","Impressionism","cityscape"
"1270","Waterloo Bridge, Sunlight Effect","1903","Claude Monet","Impressionism","cityscape"
"1271","Waterloo Bridge, Sunlight Effect","1903","Claude Monet","Impressionism","cityscape"
"1272","Waterloo Bridge, Sunlight Effect","1903","Claude Monet","Impressionism","cityscape"
"1273","Waterloo Bridge, Sunlight Effect","1903","Claude Monet","Impressionism","cityscape"
"1274","Waterloo Bridge, Sunlight in the Fog","1903","Claude Monet","Impressionism","cityscape"
"1275","Watermill at Limetz","1888","Claude Monet","Impressionism","landscape"
"1276","Waves Breaking","1881","Claude Monet","Impressionism","marina"
"1277","Waves and Rocks at Pourville","1882","Claude Monet","Impressionism","landscape"
"1278","Weeping Willow","1922","Claude Monet","Impressionism","landscape"
"1279","Weeping Willow","1919","Claude Monet","Impressionism","landscape"
"1280","Weeping Willow","1918","Claude Monet","Impressionism","landscape"
